ID,mechanism,fold
KF626933.1_20443,antibiotic target replacement,4
KF626931.1_20447,antibiotic target replacement,4
KF626915.1_20490,antibiotic target alteration,4
KF626913.1_20495,antibiotic target alteration,4
KF626910.1_20501,antibiotic target protection,4
KF626896.1_20536,antibiotic inactivation,4
KF626895.1_20541,antibiotic target alteration,4
KF626891.1_20550,antibiotic target protection,4
KF626881.1_20575,antibiotic target alteration,4
KF626876.1_20589,antibiotic target replacement,4
KF626870.1_20601,antibiotic inactivation,4
KF626861.1_20629,antibiotic target alteration,4
KF626850.1_20661,antibiotic target replacement,4
KF626849.1_20662,antibiotic target alteration,4
KF626845.1_20670,antibiotic target alteration,4
KF626839.1_20691,antibiotic target replacement,4
KF626822.1_20736,antibiotic target alteration,4
KF626801.1_20788,antibiotic inactivation,4
KF626788.1_20816,antibiotic inactivation,4
KF626780.1_20838,antibiotic target replacement,4
KF626778.1_20843,antibiotic inactivation,4
KF626775.1_20853,antibiotic target replacement,4
KF626759.1_20889,antibiotic target alteration,4
KF626746.1_20914,antibiotic inactivation,4
KF626720.1_20964,antibiotic efflux,4
KF626716.1_20971,antibiotic inactivation,4
KF626700.1_21000,antibiotic target protection,4
KF626678.1_21036,antibiotic efflux,4
CAH19071,antibiotic inactivation,4
AAA03550,antibiotic inactivation,4
AAB41701,antibiotic inactivation,4
AAA26548.1,antibiotic inactivation,4
ABS70977.1,antibiotic inactivation,4
AAX16011,antibiotic inactivation,4
ABF52347,antibiotic inactivation,4
AAA88552,antibiotic inactivation,4
BAA78619,antibiotic inactivation,4
CAG26810,antibiotic inactivation,4
AAP43642.1,antibiotic inactivation,4
AAA25688.1,antibiotic inactivation,4
CAA31139.1,antibiotic inactivation,4
CAA39038,antibiotic inactivation,4
AAC41392,antibiotic inactivation,4
AAA87229,antibiotic inactivation,4
AAD03490,antibiotic inactivation,4
AAD03492,antibiotic inactivation,4
AEA07977,antibiotic inactivation,4
AAB59083.4,antibiotic inactivation,4
AAV49760,antibiotic inactivation,4
CAI57696,antibiotic inactivation,4
CBH51824.1,antibiotic inactivation,4
CAA27061,antibiotic inactivation,4
AAX82592,antibiotic inactivation,4
CAA29136,antibiotic inactivation,4
CBL58181.1,antibiotic inactivation,4
AGE00988,antibiotic target alteration,4
CAA88265.1,antibiotic inactivation,4
AAK68631,antibiotic inactivation,4
CAA63519.1,antibiotic inactivation,4
AKP24021.1,antibiotic inactivation,4
BAJ42218.1,antibiotic inactivation,4
AAF04736,antibiotic target alteration,4
AFH19307,antibiotic inactivation,4
CAB46491.1,antibiotic inactivation,4
AAF86691.1,antibiotic inactivation,4
CCK86740.1,antibiotic inactivation,4
CAC85157,antibiotic inactivation,4
ACJ05689,antibiotic inactivation,4
CAJ19604,antibiotic inactivation,4
CAP12353,antibiotic inactivation,4
CAP12354.2,antibiotic inactivation,4
ACL68096,antibiotic inactivation,4
CAJ19619,antibiotic inactivation,4
AAZ79403,antibiotic inactivation,4
AEX08599,antibiotic inactivation,4
AAU10324,antibiotic inactivation,4
AAD22636,antibiotic inactivation,4
ABQ57390,antibiotic inactivation,4
BAA02563,antibiotic inactivation,4
CAB82578,antibiotic inactivation,4
AAT90846,antibiotic inactivation,4
BAL14456,antibiotic inactivation,4
AAK83220,antibiotic inactivation,4
CAA63714,antibiotic inactivation,4
ACE77058,antibiotic inactivation,4
AEA73285,antibiotic inactivation,4
AGF70638,antibiotic inactivation,4
AGJ01153,antibiotic inactivation,4
CAB75346,antibiotic inactivation,4
CAA55007,antibiotic inactivation,4
ABO21411,antibiotic inactivation,4
BAD26594,antibiotic inactivation,4
BAA77393,antibiotic inactivation,4
AER27704,antibiotic inactivation,4
BAD89185,antibiotic inactivation,4
ABM68358,antibiotic inactivation,4
AEU17778,antibiotic inactivation,4
BAA08930.1,antibiotic inactivation,4
BAM62795,antibiotic inactivation,4
BAM62793,antibiotic inactivation,4
BAQ56016,antibiotic inactivation,4
AIY69088,antibiotic inactivation,4
AAF89147,antibiotic inactivation,4
ACZ72746,antibiotic inactivation,4
AAY53478,antibiotic inactivation,4
AIY26289,antibiotic inactivation,4
AAK58421,antibiotic inactivation,4
AAR97271,antibiotic inactivation,4
CBG22732,antibiotic inactivation,4
AEZ05108.1,antibiotic inactivation,4
CAB89086,antibiotic inactivation,4
ADK73994,antibiotic inactivation,4
AAB81957,antibiotic inactivation,4
AAL86999,antibiotic inactivation,4
AAN32638,antibiotic inactivation,4
AAG36927,antibiotic inactivation,4
AQS23610,antibiotic inactivation,4
CAA90891,antibiotic inactivation,4
AAL55262,antibiotic inactivation,4
BAL40895,antibiotic inactivation,4
ABY56045,antibiotic inactivation,4
AAP79046,antibiotic inactivation,4
CAC87665,antibiotic inactivation,4
AAM63403,antibiotic inactivation,4
AAR20595,antibiotic inactivation,4
CAB96921,antibiotic inactivation,4
BAE75889,antibiotic target replacement,4
AAP69915,antibiotic inactivation,4
F7RN35,antibiotic inactivation,4
ADF36549,antibiotic inactivation,4
CAA45828,antibiotic inactivation,4
AAW66604,antibiotic inactivation,4
CAA76795,antibiotic inactivation,4
ADC80822,antibiotic inactivation,4
ADL13944,antibiotic inactivation,4
AAC32889,antibiotic inactivation,4
AAC05975,antibiotic inactivation,4
AAD33116,antibiotic inactivation,4
AAF19151,antibiotic inactivation,4
AAL29434,antibiotic inactivation,4
CAC43229,antibiotic inactivation,4
AAK30619,antibiotic inactivation,4
BAB16308,antibiotic inactivation,4
AAM52215,antibiotic inactivation,4
AAT46413,antibiotic inactivation,4
AAS89984,antibiotic inactivation,4
AAN05029,antibiotic inactivation,4
AAS19171,antibiotic inactivation,4
CAL08007,antibiotic inactivation,4
AAZ23494,antibiotic inactivation,4
ABB72432,antibiotic inactivation,4
CAJ66089,antibiotic inactivation,4
ABI74447,antibiotic inactivation,4
AGA83484,antibiotic inactivation,4
ABI81768,antibiotic inactivation,4
ABM54869,antibiotic inactivation,4
ACF32746,antibiotic inactivation,4
ADB90239,antibiotic inactivation,4
AEG64812,antibiotic inactivation,4
AET99222,antibiotic inactivation,4
AEK48085,antibiotic inactivation,4
AHA80960,antibiotic inactivation,4
CAO91853,antibiotic inactivation,4
AAL16928,antibiotic inactivation,4
ACC60954,antibiotic inactivation,4
AAS13399,antibiotic inactivation,4
ABS12248,antibiotic inactivation,4
ACA97846,antibiotic inactivation,4
ACJ65711,antibiotic inactivation,4
CBH19182,antibiotic inactivation,4
ADP02979,antibiotic inactivation,4
CBI75447,antibiotic inactivation,4
ADQ38362,antibiotic inactivation,4
ADK55604,antibiotic inactivation,4
ADY19254,antibiotic inactivation,4
AEM97672,antibiotic inactivation,4
AFU25635,antibiotic inactivation,4
AFU25641,antibiotic inactivation,4
AFU25644,antibiotic inactivation,4
AJH76980,antibiotic inactivation,4
AIT76099,antibiotic inactivation,4
AIT76092,antibiotic inactivation,4
AIT76093,antibiotic inactivation,4
AIT76097,antibiotic inactivation,4
AIT76091,antibiotic inactivation,4
AKG51729,antibiotic inactivation,4
AAG29813,antibiotic inactivation,4
AAS92558,antibiotic inactivation,4
AHV85514,antibiotic inactivation,4
AAB51384,antibiotic inactivation,4
AAG17550,antibiotic inactivation,4
ACG63555,antibiotic inactivation,4
AAT75225,antibiotic inactivation,4
AEK48091,antibiotic inactivation,4
AAO53445,antibiotic inactivation,4
CAI30650,antibiotic inactivation,4
CAJ47126,antibiotic inactivation,4
ACO07070,antibiotic inactivation,4
CAJ47135,antibiotic inactivation,4
ABS72351,antibiotic inactivation,4
AEK48093,antibiotic inactivation,4
AEG79634,antibiotic inactivation,4
ADU15837,antibiotic inactivation,4
AEK80394,antibiotic inactivation,4
AFK93491,antibiotic inactivation,4
AFQ23955,antibiotic inactivation,4
AFQ23956,antibiotic inactivation,4
AFQ23958,antibiotic inactivation,4
BAM28879,antibiotic inactivation,4
CAI43414,antibiotic inactivation,4
AAL17873,antibiotic inactivation,4
ACV44455,antibiotic inactivation,4
ACV44456,antibiotic inactivation,4
AAN28732,antibiotic inactivation,4
AAL78161,antibiotic inactivation,4
ADI82851.1,antibiotic inactivation,4
AAC41449,antibiotic inactivation,4
ABI63579,antibiotic inactivation,4
ABF70511,antibiotic inactivation,4
CAD32564,antibiotic inactivation,4
AAP40270,antibiotic inactivation,4
ABK40505,antibiotic inactivation,4
AAW81339,antibiotic inactivation,4
AAW81341,antibiotic inactivation,4
AAW81342,antibiotic inactivation,4
ABV71246,antibiotic inactivation,4
AAP69916,antibiotic inactivation,4
ABD48715,antibiotic inactivation,4
ACD84986,antibiotic inactivation,4
ABF47919,antibiotic inactivation,4
ABV31688,antibiotic inactivation,4
ACH99105,antibiotic inactivation,4
ABV31691,antibiotic inactivation,4
ABW95047,antibiotic inactivation,4
ACD84988,antibiotic inactivation,4
ABW76134,antibiotic inactivation,4
ABW76139,antibiotic inactivation,4
ADK35869,antibiotic inactivation,4
ADK35870,antibiotic inactivation,4
ADK35871,antibiotic inactivation,4
ADK35874,antibiotic inactivation,4
ADI58618,antibiotic inactivation,4
ADI58620,antibiotic inactivation,4
ADI58622,antibiotic inactivation,4
AEB98922,antibiotic inactivation,4
AFK28473,antibiotic inactivation,4
AEM66528,antibiotic inactivation,4
CCA94649,antibiotic inactivation,4
AFM55002,antibiotic inactivation,4
AFH36332,antibiotic inactivation,4
AFN65709,antibiotic inactivation,4
CCW28916,antibiotic inactivation,4
AFI56570,antibiotic inactivation,4
AGL39360,antibiotic inactivation,4
ALA14808,antibiotic inactivation,4
ALA14810,antibiotic inactivation,4
ALA14811,antibiotic inactivation,4
ADW23164.1,antibiotic inactivation,4
AAG23870,antibiotic inactivation,4
AAF89154,antibiotic inactivation,4
ABQ84947,antibiotic inactivation,4
ACA34904,antibiotic inactivation,4
AGH33739,antibiotic inactivation,4
AAK14293,antibiotic inactivation,4
AKO63208,antibiotic inactivation,4
ACQ77171,antibiotic inactivation,4
ADO50679,antibiotic inactivation,4
CBY80143,antibiotic inactivation,4
ADX78234,antibiotic inactivation,4
AFP99885,antibiotic inactivation,4
AGE83081,antibiotic inactivation,4
AGS82586,antibiotic inactivation,4
AJP67511,antibiotic inactivation,4
BAC06849,antibiotic inactivation,4
BAC06850,antibiotic inactivation,4
AAB17891,antibiotic inactivation,4
CAA06312,antibiotic inactivation,4
AAF65843,antibiotic inactivation,4
AAF72530,antibiotic inactivation,4
AAK55534,antibiotic inactivation,4
CAC95175,antibiotic inactivation,4
AAP22736,antibiotic inactivation,4
CAD89606,antibiotic inactivation,4
BAD16611,antibiotic inactivation,4
BAA07082,antibiotic inactivation,4
ADA62518,antibiotic inactivation,4
YP_002332251,antibiotic inactivation,4
BAD90119,antibiotic inactivation,4
ACU87985,antibiotic inactivation,4
ABS90365,antibiotic inactivation,4
CAQ42481,antibiotic inactivation,4
ADA62553,antibiotic inactivation,4
CAG28417,antibiotic inactivation,4
ADY02555,antibiotic inactivation,4
ADZ31262,antibiotic inactivation,4
AEM44650,antibiotic inactivation,4
AFQ94051,antibiotic inactivation,4
AFY98865,antibiotic inactivation,4
CAA28198,antibiotic inactivation,4
CAG25814,antibiotic inactivation,4
BAO01151,antibiotic inactivation,4
BAM73613,antibiotic inactivation,4
AAL60061,antibiotic target protection,4
ACV83303,antibiotic target protection,4
CAQ79275,antibiotic target protection,4
ABC86904.2,antibiotic target protection,4
ABX72043,antibiotic target protection,4
ABX72044.1,antibiotic target protection,4
ACS71746.1,antibiotic target protection,4
ACS71747,antibiotic target protection,4
ADN94685,antibiotic target protection,4
ADQ43424,antibiotic target protection,4
AEL00459,antibiotic target protection,4
AEL00461,antibiotic target protection,4
AEQ94272,antibiotic target protection,4
AFA52643,antibiotic target protection,4
AFA52645,antibiotic target protection,4
AFA52644,antibiotic target protection,4
ABC17628.2,antibiotic target protection,4
ACJ24509,antibiotic target protection,4
AJA36815,antibiotic target protection,4
ACC85616.1,antibiotic inactivation,4
ACL82957.1,antibiotic target alteration,4
ACL82958.1,antibiotic target alteration,4
AAR84672.1,antibiotic target alteration,4
BAE96118.1,antibiotic target alteration,4
ABX79416.1,antibiotic target alteration,4
ABX79417.1,antibiotic target alteration,4
AAA65956.1,antibiotic target alteration,4
AAF72363.1,antibiotic target alteration,4
ACL82961.1,antibiotic target alteration,4
AAT38880.1,antibiotic target alteration,4
AAD19834.1,antibiotic target alteration,4
AAY67969.1,antibiotic target alteration,4
AAT38882.1,antibiotic target alteration,4
AEI58861.1,antibiotic target alteration,4
AAY52006.1,antibiotic target alteration,4
AAF36804.1,antibiotic target alteration,4
AAY52013.1,antibiotic target alteration,4
AAF36805.1,antibiotic target alteration,4
AAA60990,antibiotic target alteration,4
AAK58489.1,antibiotic target alteration,4
CAL64019.1,antibiotic target alteration,4
AAC69327.1,antibiotic target alteration,4
AAL68827,antibiotic target alteration,4
ACH43059,antibiotic target alteration,4
CAA26967.1,antibiotic target alteration,4
AAA98217,antibiotic target alteration,4
AAA22075,antibiotic target alteration,4
ABV04087,antibiotic inactivation,4
ABE02099.1,antibiotic inactivation,4
AAF91071,antibiotic target protection,4
AAA86871,antibiotic inactivation,4
AAC61670.1,antibiotic inactivation,4
AAQ63644,antibiotic inactivation,4
CAA37805,antibiotic inactivation,4
AAA92251,antibiotic inactivation,4
ACQ42045,antibiotic inactivation,4
EDL73619,antibiotic inactivation,4
AAD02068.1,antibiotic inactivation,4
AAB46601,antibiotic efflux,4
ABV26705,antibiotic inactivation,4
AAB41059,antibiotic inactivation,4
CAA37477,antibiotic target protection,4
AAR96051,antibiotic efflux,4
CAC80727,antibiotic efflux,4
CAD55718,antibiotic target protection,4
CAM12479,antibiotic efflux,4
CCN79972,antibiotic efflux,4
ACE95681,antibiotic efflux,4
AAA19179,antibiotic efflux,4
AAC72341,antibiotic efflux,4
AAA20117.1,antibiotic target protection,4
CAA90683.1,antibiotic target replacement,4
BAD02331.1,antibiotic target replacement,4
CAC81320,antibiotic target replacement,4
ABB71176,antibiotic target replacement,4
CAL48457,antibiotic target replacement,4
BAD88719.1,antibiotic target replacement,4
CAX16467,antibiotic target replacement,4
CAB06660,antibiotic target replacement,4
ADB54781,antibiotic target replacement,4
CAA90486.1,antibiotic target replacement,4
CAR62505.1,antibiotic target replacement,4
AKF16168,antibiotic target alteration,4
SBV31106,antibiotic target alteration,4
AGW16411.1,antibiotic inactivation,4
CAL44992.1,antibiotic inactivation,4
AIT76106.1,antibiotic inactivation,4
AEG74318.1,antibiotic target protection,4
AGW16412.1,antibiotic inactivation,4
AAC76539.1,antibiotic efflux,4
CWV56762.1,antibiotic inactivation,4
YP_006965431.1,antibiotic inactivation,4
ACB73258.1,antibiotic inactivation,4
AAA99931.1,antibiotic target alteration,4
YP_499945.1,antibiotic efflux,4
AAV70602.1,antibiotic inactivation,4
AIY30331.1,antibiotic inactivation,4
AAM77075.1,antibiotic efflux,4
CAA56561.1,antibiotic inactivation,4
AAA99504.1,antibiotic efflux,4
ABO93588.1,antibiotic target protection,4
ACC99191.1,antibiotic inactivation,4
AAF34335.1,antibiotic inactivation,4
AIT76114.1,antibiotic inactivation,4
ACQ82807.1,antibiotic inactivation,4
ABW95048.1,antibiotic inactivation,4
AGW16407.1,antibiotic inactivation,4
YP_186749.1,antibiotic efflux,4
AAU06362.1,antibiotic inactivation,4
AAA85213.1,antibiotic target replacement,4
YP_108402.1,antibiotic efflux,4
AAP22974.1,antibiotic inactivation,4
AAA26685.1,antibiotic inactivation,4
BAE78116.1,antibiotic target alteration,4
AHY03238.1,antibiotic target protection,4
AHL30273.1,antibiotic inactivation,4
AAD37403.1,antibiotic inactivation,4
AGN33258.1,antibiotic target protection,4
CAA62957.1,antibiotic inactivation,4
YP_489321.1,antibiotic efflux,4
AHA11124.1,antibiotic inactivation,4
ACQ82812.1,antibiotic inactivation,4
AAX14802.1,antibiotic efflux,4
YP_001245420.1,antibiotic target replacement,4
AJG06170.1,antibiotic inactivation,4
AAC72362.1,antibiotic inactivation,4
BAO37256.1,antibiotic inactivation,4
YP_001569085.1,antibiotic inactivation,4
ABS43151.1,antibiotic efflux,4
AGW83448.1,antibiotic inactivation,4
AGW16406.1,antibiotic inactivation,4
AIT97310.1,antibiotic inactivation,4
AAA25655.1,antibiotic inactivation,4
AAA23018.1,antibiotic inactivation,4
AAB23649.1,antibiotic inactivation,4
CAA43218.1,antibiotic inactivation,4
AAF34334.1,antibiotic inactivation,4
ACX92987.1,antibiotic inactivation,4
AFY16910.1,antibiotic target protection,4
AGW25368.1,antibiotic inactivation,4
CAA25854.1,antibiotic inactivation,4
CCK86743.1,antibiotic inactivation,4
AGU69252.1,antibiotic inactivation,4
AAF86642.1,antibiotic target alteration,4
BAD10948.2,antibiotic inactivation,4
AAC75089.1,antibiotic target alteration,4
ABA71726.1,antibiotic target alteration,4
CAA33795.1,antibiotic inactivation,4
AHL30278.1,antibiotic inactivation,4
ABF66011.1,antibiotic target protection,4
AAB66655.1,antibiotic inactivation,4
ACQ82806.1,antibiotic inactivation,4
AAA22597.1,antibiotic target alteration,4
ABG91835.1,antibiotic target replacement,4
ABA71731.1,antibiotic target alteration,4
AGZ83156.1,antibiotic inactivation,4
AAK13078.1,antibiotic inactivation,4
BAC61820.1,antibiotic inactivation,4
AEZ36150.1,antibiotic efflux,4
AAF67494.2,antibiotic efflux,4
AEP40503.1,antibiotic target alteration,4
CCP42991.1,antibiotic inactivation,4
NP_309766.1,antibiotic efflux,4
AAC60781.1,antibiotic efflux,4
CAE51745.1,antibiotic efflux,4
NP_249820.1,antibiotic inactivation,4
AAL27444.1,antibiotic target alteration,4
AAC75429.1,antibiotic efflux,4
NP_274719.1,antibiotic efflux,4
AAC46343.1,antibiotic inactivation,4
ABU39978.1,antibiotic inactivation,4
AGK07370.1,antibiotic inactivation,4
AGU69253.1,antibiotic inactivation,4
AAB41701.1,antibiotic inactivation,4
ADV91011.1,antibiotic target protection,4
ACV32635.1,antibiotic inactivation,4
CBX53726.1,antibiotic inactivation,4
BAE78084.1,antibiotic efflux,4
AAM09853.1,antibiotic target alteration,4
ADX95999.1,antibiotic inactivation,4
AIT76094.1,antibiotic inactivation,4
AHL39340.1,antibiotic inactivation,4
CAD91132.1,antibiotic inactivation,4
CAA68516.1,antibiotic inactivation,4
AAD51344.1,antibiotic efflux,4
AAG23871.1,antibiotic inactivation,4
AAS68233.1,antibiotic efflux,4
BAM10414.1,antibiotic efflux,4
AAL27446.1,antibiotic target alteration,4
AGU59995.1,antibiotic inactivation,4
AHY20039.1,antibiotic inactivation,4
AAB53445.1,antibiotic inactivation,4
AAP93922.1,antibiotic efflux,4
AAX14803.1,antibiotic efflux,4
AAB05628.1,antibiotic target alteration,4
AHA41501.1,antibiotic target alteration,4
AIT76095.1,antibiotic inactivation,4
CAA03986.1,antibiotic efflux,4
CCA61905.1,antibiotic inactivation,4
AHA80104.1,antibiotic inactivation,4
BAN10684.1,antibiotic inactivation,4
AAT48653.1,antibiotic inactivation,4
ABA42118.2,antibiotic inactivation,4
CAE50925.1,antibiotic inactivation,4
YP_001844885.1,antibiotic inactivation,4
AHK51384.1,antibiotic inactivation,4
AAS07017.3,antibiotic inactivation,4
AGV28567.1,antibiotic efflux,4
ACV32637.1,antibiotic inactivation,4
CAA37605.1,antibiotic inactivation,4
AJU57235.1,antibiotic inactivation,4
EFF04178.1,antibiotic efflux,4
AHL39324.1,antibiotic inactivation,4
AAA22289.1,antibiotic inactivation,4
ABW06859.1,antibiotic target alteration,4
AHF71363.1,antibiotic inactivation,4
ABP04245.1,antibiotic inactivation,4
AIL92327.1,antibiotic inactivation,4
AAN41439.1,antibiotic inactivation,4
AGW16413.1,antibiotic inactivation,4
ABU39979.1,antibiotic inactivation,4
AFE48832.1,antibiotic inactivation,4
NP_358969.1,antibiotic efflux,4
AJP18054.1,antibiotic inactivation,4
NP_248846.1,antibiotic efflux,4
NP_252367.1,antibiotic efflux,4
AAG07763.1,antibiotic efflux,4
AJP77058,antibiotic inactivation,4
WP_011461302.1,antibiotic target alteration,4
WP_080510927.1,antibiotic target alteration,4
WP_011303797,antibiotic inactivation,4
AAA26793.1,antibiotic efflux,4
AGN74946,antibiotic target protection,4
Q0SSM7,antibiotic target alteration,4
AKA86814.1,antibiotic target protection,4
AEY83581,antibiotic target alteration,4
AAO47226.2,antibiotic target alteration,4
CAE00499.1,antibiotic efflux,4
WP_004746565.1,antibiotic inactivation,4
AGU01679.2,antibiotic inactivation,4
WP_063857798.1,antibiotic inactivation,4
WP_017725267.1,antibiotic inactivation,4
WP_063857816.1,antibiotic inactivation,4
ABB43029.1,antibiotic inactivation,4
AMB19637.1,antibiotic inactivation,4
BAG33043.1,antibiotic target alteration,4
NP_415434.1,antibiotic efflux,4
APB03219.1,antibiotic efflux,4
NP_251218.1,antibiotic efflux,4
ANZ79240.1,antibiotic efflux,4
AAG16656.1,antibiotic efflux,4
ABG77965.1,antibiotic efflux,4
ALV80601.1,antibiotic efflux,4
NP_252408.1,antibiotic efflux,4
AAA22851.1,antibiotic efflux,4
WP_063857794.1,antibiotic inactivation,4
ENU37733,antibiotic inactivation,4
ASF81896.1,antibiotic target alteration,4
AAR20596.1,antibiotic inactivation,4
WP_063857791.1,antibiotic inactivation,4
AKR18013.1,antibiotic inactivation,4
AKR18018.1,antibiotic inactivation,4
AKR18020.1,antibiotic inactivation,4
AKR18025.1,antibiotic inactivation,4
AKR18026.1,antibiotic inactivation,4
AKR18028.1,antibiotic inactivation,4
NP_418486.1,antibiotic efflux,4
NP_252410.1,antibiotic efflux,4
CAB12062.1,antibiotic efflux,4
NP_415449.1,others,4
YP_039996.1,antibiotic target alteration,4
WP_001025093,antibiotic target alteration,4
CCP43073.1,antibiotic efflux,4
NP_312937.1,antibiotic target alteration,4
AAL82403.1,antibiotic target alteration,4
AAB57788.1,others,4
CCP44244.1,antibiotic target alteration,4
CDO45096.1,antibiotic target alteration,4
WP_004025678.1,antibiotic target alteration,4
YP_040772.1,antibiotic target alteration,4
CAG39573,antibiotic target alteration,4
NP_212606,antibiotic target alteration,4
CUX99269.1,antibiotic target alteration,4
AAO82600.1,antibiotic target alteration,4
NP_249871.1,antibiotic efflux,4
CDJ73205,antibiotic target alteration,4
WP_041918279.1,antibiotic target alteration,4
YP_208330.1,antibiotic target alteration,4
YP_001086469.1,antibiotic target alteration,4
NP_217187.1,antibiotic target replacement,4
NP_214855.1,antibiotic efflux,4
A0A0Q3WM94,antibiotic inactivation,4
A0A127T6T2,antibiotic inactivation,4
B4S7Y5,antibiotic efflux,4
A0A0Q8NP15,antibiotic target alteration,4
1XAT,antibiotic inactivation,4
D9XZX7,antibiotic inactivation,4
A0A0B0KIE9,antibiotic target alteration,4
A0A0Q9JGD4,antibiotic target alteration,4
A0A127SLS3,antibiotic inactivation,4
P18539,antibiotic inactivation,4
A0A0X1TKP7,antibiotic target alteration,4
A0A0K3NIB7,antibiotic inactivation,4
Q1LSL8,antibiotic target alteration,4
A0A0A0IPC8,antibiotic target alteration,4
W0IJQ7,antibiotic inactivation,4
A1A7A0,antibiotic target alteration,4
A0A088X7M9,antibiotic inactivation,4
E1THC4,antibiotic inactivation,4
A0A0S8CZ69,antibiotic target alteration,4
NP_511233,antibiotic efflux,4
K9BYY3,antibiotic inactivation,4
F4BMD3,antibiotic target alteration,4
A5G7K8,antibiotic target alteration,4
G8MM25,antibiotic inactivation,4
L9MDY8,antibiotic inactivation,4
A0A0T7GFM3,antibiotic inactivation,4
V1DQ12,antibiotic inactivation,4
A0A127SZA5,antibiotic inactivation,4
E0TVV2,antibiotic inactivation,4
U6ZLA4,antibiotic target alteration,4
G4F7X6,antibiotic inactivation,4
K9D4I8,antibiotic target alteration,4
C9L1R6,antibiotic target alteration,4
A0A124PER3,antibiotic target alteration,4
F1YZ08,antibiotic target alteration,4
C3GJ41,antibiotic inactivation,4
BAC79064,antibiotic efflux,4
A0A0R2GN45,antibiotic target alteration,4
I7ABU5,antibiotic inactivation,4
F0JWD6,antibiotic target alteration,4
L0BBB2,antibiotic inactivation,4
A0A0U1YUZ1,antibiotic inactivation,4
B6VMJ3,antibiotic inactivation,4
M5R0S1,antibiotic target alteration,4
A0A0A0FAL7,antibiotic efflux,4
A0A0F6XUV3,antibiotic inactivation,4
A0A0C1HZ18,antibiotic inactivation,4
YP_001141049,antibiotic inactivation,4
F7Y8X4,antibiotic target alteration,4
CAL44999,antibiotic inactivation,4
U2NTP1,antibiotic target alteration,4
A0A060KTW6,antibiotic inactivation,4
A0A085A2L0,antibiotic target alteration,4
A0A0T9UJT5,antibiotic inactivation,4
CAL64024,antibiotic efflux,4
L7QJP2,antibiotic inactivation,4
I7KWH5,antibiotic target alteration,4
A0A0T9T3X9,antibiotic efflux,4
W0F3K7,antibiotic target alteration,4
S3J3P0,antibiotic inactivation,4
J7TRR6,antibiotic efflux,4
J8SU89,antibiotic inactivation,4
N9RL47,antibiotic inactivation,4
C9Y0D2,antibiotic target alteration,4
D4G0J9,antibiotic target alteration,4
A0A059V130,antibiotic target alteration,4
G7SQZ4,antibiotic target alteration,4
ABJ15828,antibiotic target replacement,4
A0A0F1AVC4,antibiotic target alteration,4
A0A089LNB4,antibiotic target alteration,4
YP_002418004,antibiotic target alteration,4
YP_001345922,antibiotic efflux,4
ZP_02086796,antibiotic target protection,4
Q399M3,antibiotic efflux,4
A0A0W0XKV7,antibiotic inactivation,4
A0A109GIG1,antibiotic inactivation,4
R8VJS1,antibiotic inactivation,4
A0A140GPJ5,antibiotic inactivation,4
B5ZZG7,antibiotic inactivation,4
A0A108U7Z3,antibiotic inactivation,4
A0A0M0F6V0,antibiotic inactivation,4
F5LKW8,antibiotic target alteration,4
CAD57199,antibiotic inactivation,4
A0A125RM82,antibiotic inactivation,4
E9LZM5,antibiotic inactivation,4
J7SJM4,antibiotic inactivation,4
A0A127SBP4,antibiotic inactivation,4
A0A0E8TJS7,antibiotic inactivation,4
S5HH52,antibiotic inactivation,4
A7ZDI7,antibiotic efflux,4
A0A0T9RGU3,antibiotic inactivation,4
A0A127T6U9,antibiotic inactivation,4
NP_846348,antibiotic inactivation,4
K8CC62,antibiotic inactivation,4
L7G799,antibiotic inactivation,4
A0A0K3NPP2,antibiotic target alteration,4
A0A0L5XC50,antibiotic target alteration,4
J7QK52,antibiotic efflux,4
A0A0J6KPU7,antibiotic target alteration,4
YP_791221,antibiotic efflux,4
A0A085JHY8,antibiotic target alteration,4
YP_248152,antibiotic target alteration,4
ABS72058,antibiotic target alteration,4
YP_001025937,antibiotic efflux,4
A0A0T7DYV2,antibiotic inactivation,4
A0A0V9EEY4,antibiotic target alteration,4
B7AQ01,antibiotic target alteration,4
D2RNN5,antibiotic target alteration,4
W8L0K2,antibiotic target alteration,4
A0A0G0B1K6,antibiotic target alteration,4
X6Q3X8,antibiotic inactivation,4
A0A011P660,antibiotic efflux,4
K6I8A7,antibiotic target alteration,4
A0A0B0D2I6,antibiotic target alteration,4
A0A0G0TI13,antibiotic target alteration,4
A0A0W0NSZ3,antibiotic target alteration,4
A0A0R2Z6S7,antibiotic target alteration,4
A0A0Q8J5Z9,antibiotic target alteration,4
A0A0J6NL10,antibiotic inactivation,4
L9LYZ9,antibiotic inactivation,4
U5KKE2,antibiotic inactivation,4
W4BBC9,antibiotic target alteration,4
A0A103RU62,antibiotic target alteration,4
ZP_03347409,antibiotic efflux,4
H1BJB0,antibiotic target alteration,4
NP_940746,antibiotic target alteration,4
A0A105TGB5,antibiotic efflux,4
A0A0W0MXW1,antibiotic target alteration,4
H5WR65,antibiotic target alteration,4
A0A0T9SBH0,antibiotic inactivation,4
A0A0E4C296,antibiotic target alteration,4
R5EFK4,antibiotic target alteration,4
A0A0T6ZIH3,antibiotic target alteration,4
D8N712,antibiotic target alteration,4
B8ZI14,antibiotic inactivation,4
R8WVA8,antibiotic target alteration,4
